output_path,top_folder,collection_folder,series,name,image_url,page_url
sonny_png_library_web/limited/cactus-collections/cactus-series-2020/03__parrot.png,limited,cactus-collections,Cactus Series (2020),Parrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/03/cactus_parret.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2019/01__wool-sheep.png,limited,christmas-collections,Christmas Series (2019),Wool Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/Wool_Sheep-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/newyork-series/01__bigapple.png,limited,special-collections,NewYork Series,BigApple,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/BigApple.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/newyork-series/03__yellowcab.png,limited,special-collections,NewYork Series,YellowCab,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/YellowCab.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/newyork-series/04__statue-of-liberty.png,limited,special-collections,NewYork Series,Statue of Liberty,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Statue_of_Liberty.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/newyork-series/02__broadway.png,limited,special-collections,NewYork Series,Broadway,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Broadway.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/circus-collections/circus-series/04__bear.png,limited,circus-collections,Circus Series,Bear,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/05/Bear.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/circus-collections/circus-series/05__circus-tent.png,limited,circus-collections,Circus Series,Circus Tent,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/05/Circus-Tent.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/circus-collections/circus-series/06__lion.png,limited,circus-collections,Circus Series,Lion,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/05/Lion.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2019/02__chocolate-rabbit.png,limited,valentines-collections,Valentine's Day Series (2019),Chocolate Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_rabbit.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2019/01__chocolate-sheep.png,limited,valentines-collections,Valentine's Day Series (2019),Chocolate Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_sheep.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2019/03__chocolate-mouse.png,limited,valentines-collections,Valentine's Day Series (2019),Chocolate Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_mouse.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series/01__rabbit.png,limited,cherry-blossom-collections,Cherry Blossom Series,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/02/190108_B_0377.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2019/04__chocolate-fawn.png,limited,valentines-collections,Valentine's Day Series (2019),Chocolate Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_fawn.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series/04__peacock.png,limited,cherry-blossom-collections,Cherry Blossom Series,Peacock,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/02/190108_B_0414.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series/03__goat.png,limited,cherry-blossom-collections,Cherry Blossom Series,Goat,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/02/190108_B_0404.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series/02__carico-cat.png,limited,cherry-blossom-collections,Cherry Blossom Series,Carico Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/02/190108_B_0395.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/anniversary-collections/15th-anniversary-cake/03__strawberry-cake-poodle.png,limited,anniversary-collections,15th Anniversary Cake,Strawberry Cake Poodle,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/04/poodle.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/anniversary-collections/15th-anniversary-cake/01__blueberry-cake-sheep.png,limited,anniversary-collections,15th Anniversary Cake,Blueberry Cake Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/04/sheep.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/anniversary-collections/15th-anniversary-cake/02__mint-chocolate-cake-dalmatian.png,limited,anniversary-collections,15th Anniversary Cake,Mint Chocolate Cake Dalmatian,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/04/dalmatian.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/anniversary-collections/15th-anniversary-cake/04__lemon-cake-cat.png,limited,anniversary-collections,15th Anniversary Cake,Lemon Cake Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/04/cat.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/01__normal-2006.png,limited,special-collections,New Year Card,Normal 2006,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_447_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/03__mouse-2008.png,limited,special-collections,New Year Card,Mouse 2008,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_449_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/02__uribou-2007.png,limited,special-collections,New Year Card,Uribou 2007,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_448_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/07__rabbit-2011.png,limited,special-collections,New Year Card,Rabbit 2011,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_453_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/04__cow-2009.png,limited,special-collections,New Year Card,Cow 2009,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_450_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/05__tiger-2010.png,limited,special-collections,New Year Card,Tiger 2010,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_451_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/06__tiger-2010-usa.png,limited,special-collections,New Year Card,Tiger 2010 USA,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_452_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/08__dragon-2012.png,limited,special-collections,New Year Card,Dragon 2012,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_454_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/10__horse-2014.png,limited,special-collections,New Year Card,Horse 2014,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_456_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/09__snake-2013.png,limited,special-collections,New Year Card,Snake 2013,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_455_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/11__sheep-2015.png,limited,special-collections,New Year Card,Sheep 2015,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_457_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/12__monkey-2016-red.png,limited,special-collections,New Year Card,Monkey 2016 Red,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_458_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/13__monkey-2016-white.png,limited,special-collections,New Year Card,Monkey 2016 White,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_459_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/14__kockerel-2017-red.png,limited,special-collections,New Year Card,Kockerel 2017 Red,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_460_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/15__cockerel-2017-blue.png,limited,special-collections,New Year Card,Cockerel 2017 Blue,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_461_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/17__shiba-inu-2018-blue.png,limited,special-collections,New Year Card,Shiba Inu 2018 Blue,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_463_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2017/01__bunny-doll.png,limited,valentines-collections,Valentine's Day Series 2017,Bunny Doll,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_297_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/new-year-card/16__shiba-inu-2018-pink.png,limited,special-collections,New Year Card,Shiba Inu 2018 Pink,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_462_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2017/02__teddy-bear.png,limited,valentines-collections,Valentine's Day Series 2017,Teddy Bear,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_298_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2017/03__puppy-plushie.png,limited,valentines-collections,Valentine's Day Series 2017,Puppy Plushie,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_299_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2018/01__single-rose.png,limited,valentines-collections,Valentine's Day Series 2018,Single Rose,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_304_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2017/04__sweet-kitty.png,limited,valentines-collections,Valentine's Day Series 2017,Sweet Kitty,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_300_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2018/02__rose-bouquet.png,limited,valentines-collections,Valentine's Day Series 2018,Rose Bouquet,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_305_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2018/03__rose-box.png,limited,valentines-collections,Valentine's Day Series 2018,Rose Box,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_306_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/valentine-s-day-series-2018/04__rose-basket.png,limited,valentines-collections,Valentine's Day Series 2018,Rose Basket,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_307_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2016/01__santa-clause.png,limited,christmas-collections,Christmas Series 2016,Santa Clause,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_255_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2017/01__wood-doll-santa.png,limited,christmas-collections,Christmas Series 2017,Wood Doll Santa,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_262_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2016/02__reindeer.png,limited,christmas-collections,Christmas Series 2016,Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_256_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2016/04__christmas-stocking.png,limited,christmas-collections,Christmas Series 2016,Christmas Stocking,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_258_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2016/03__christmas-gift.png,limited,christmas-collections,Christmas Series 2016,Christmas Gift,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_257_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2017/02__reindeer-plushie.png,limited,christmas-collections,Christmas Series 2017,Reindeer Plushie,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_263_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2017/03__drum-boy.png,limited,christmas-collections,Christmas Series 2017,Drum Boy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_264_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2017/04__rocking-horse.png,limited,christmas-collections,Christmas Series 2017,Rocking Horse,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_265_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2018/01__christmas-angel.png,limited,christmas-collections,Christmas Series 2018,Christmas Angel,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/sa_xmas2018_02.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2018/02__church-bell.png,limited,christmas-collections,Christmas Series 2018,Church Bell,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/sa_xmas2018_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2018/03__classic-reindeer.png,limited,christmas-collections,Christmas Series 2018,Classic Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/sa_xmas2018_04.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-series-2018/04__classic-santa.png,limited,christmas-collections,Christmas Series 2018,Classic Santa,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/sa_xmas2018_03.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/01__macaron-chocolat.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Macaron Chocolat,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_545_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/02__religieuse-cassis-violette.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Religieuse Cassis Violette,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_546_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/03__tarte-passion-framboise.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Tarte Passion Framboise,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_547_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/04__religieuse-pistache.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Religieuse Pistache,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_548_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/05__corolle-rose-framboise.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Corolle Rose Framboise,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_549_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/06__saint-honor-rose-framboise.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Saint-Honoré Rose Framboise,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_550_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/08__macaron-fruits-rouges.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Macaron Fruits Rouges,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_540_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/10__macaron-rose.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Macaron Rose,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_542_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/07__ispahan.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Ispahan,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_551_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/09__macaron-citron.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Macaron Citron,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_541_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/11__macaron-pistache.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Macaron Pistache,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_543_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/collaboration-collections/ladur-e-p-tisserie-collection/12__macaron-menthe-glaclale.png,limited,collaboration-collections,Ladurée Pâtisserie Collection,Macaron Menthe Glaclale,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_544_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/01__buffalo.png,limited,animal-collections,Animal Series ver.3 Special Color,Buffalo,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_406_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/02__american-short-hair.png,limited,animal-collections,Animal Series ver.3 Special Color,American Short Hair,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_407_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/03__gorilla.png,limited,animal-collections,Animal Series ver.3 Special Color,Gorilla,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_408_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/05__parrot.png,limited,animal-collections,Animal Series ver.3 Special Color,Parrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_410_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/07__duckbill.png,limited,animal-collections,Animal Series ver.3 Special Color,Duckbill,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_400_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/08__lop-ear-rabbit.png,limited,animal-collections,Animal Series ver.3 Special Color,Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_401_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/04__chameleon.png,limited,animal-collections,Animal Series ver.3 Special Color,Chameleon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_409_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/09__owl.png,limited,animal-collections,Animal Series ver.3 Special Color,Owl,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_402_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/06__french-bulldog.png,limited,animal-collections,Animal Series ver.3 Special Color,French Bulldog,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_399_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/10__hippopotamus.png,limited,animal-collections,Animal Series ver.3 Special Color,Hippopotamus,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_403_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/11__zebra.png,limited,animal-collections,Animal Series ver.3 Special Color,Zebra,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_404_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/animal-collections/animal-series-ver-3-special-color/12__alpaca.png,limited,animal-collections,Animal Series ver.3 Special Color,Alpaca,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_405_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/okinawa-series/01__haisai-hello.png,limited,special-collections,Okinawa Series,Haisai (Hello),https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_729_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/okinawa-series/03__chimu-don-don-spark-joy.png,limited,special-collections,Okinawa Series,Chimu Don Don (Spark Joy),https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_731_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/okinawa-series/02__masan-yummy.png,limited,special-collections,Okinawa Series,Masan (Yummy),https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_730_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/other-collections/plush-collection-cuddly-rabbit/01__pink.png,limited,other-collections,Plush Collection -Cuddly Rabbit-,Pink,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/08/pink.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/plush-collection-cuddly-rabbit/02__white.png,limited,other-collections,Plush Collection -Cuddly Rabbit-,White,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/08/white.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/okinawa-series/04__nankuru-naisa-don-t-worry.png,limited,special-collections,Okinawa Series,Nankuru Naisa (Don't Worry),https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_732_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/okinawa-series/06__chibariyo-good-luck.png,limited,special-collections,Okinawa Series,Chibariyo (Good Luck),https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_734_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/okinawa-series/05__yuimaru-unity.png,limited,special-collections,Okinawa Series,Yuimaru (Unity),https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_733_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/seoul-series/02__time-for-a-break.png,limited,special-collections,Seoul Series,Time For A Break,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_722_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/seoul-series/01__hello.png,limited,special-collections,Seoul Series,Hello!,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_721_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/seoul-series/03__cafe-time.png,limited,special-collections,Seoul Series,Cafe Time,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_723_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/it-s-bananas/01__banana-monkey-yellow.png,limited,special-collections,It’s BANANAS！,Banana Monkey Yellow,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/06/banana_monkey_yellow.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/it-s-bananas/02__banana-monkey-green.png,limited,special-collections,It’s BANANAS！,Banana Monkey Green,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/06/banana_monkey_green.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/seoul-series/04__love-sweets.png,limited,special-collections,Seoul Series,Love Sweets,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_724_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/other-collections/plush-collection-cuddly-bear/01__white-bear.png,limited,other-collections,Plush Collection -Cuddly Bear-,White Bear,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/03/white.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/it-s-bananas/03__banana-monkey-pink.png,limited,special-collections,It’s BANANAS！,Banana Monkey Pink,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/06/banana_monkey_pink.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/pet-treats/01__jelly-puppy.png,limited,other-collections,Pet Treats,Jelly Puppy,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/12/jelly_puppy.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/seoul-series/05__yummy.png,limited,special-collections,Seoul Series,Yummy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_725_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/other-collections/plush-collection-cuddly-bear/02__brown-bear.png,limited,other-collections,Plush Collection -Cuddly Bear-,Brown Bear,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/03/brown.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/summer-island-holiday/01__morning-glow.png,limited,special-collections,Summer Island Holiday,Morning Glow,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/morning-glow.png,https://www.sonnyangel.com/products/others/
