output_path,top_folder,collection_folder,series,name,image_url,page_url
sonny_png_library_web/limited/valentines-collections/strawberry-love-series/04__monkey.png,limited,valentines-collections,Strawberry Love Series,Monkey,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/01/sa_StrawberryLove_banner_web_product_04-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/strawberry-love-series/05__fawn.png,limited,valentines-collections,Strawberry Love Series,Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/01/sa_StrawberryLove_banner_web_product_05-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/strawberry-love-series/06__strawberry.png,limited,valentines-collections,Strawberry Love Series,Strawberry,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/01/sa_StrawberryLove_banner_web_product_06-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/02__lion.png,limited,christmas-collections,Advent Calendar(2025),Lion,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Lion.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/01__rabbit.png,limited,christmas-collections,Advent Calendar(2025),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/05__rose.png,limited,christmas-collections,Advent Calendar(2025),Rose,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Rose.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/04__starfish.png,limited,christmas-collections,Advent Calendar(2025),Starfish,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Starfish.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/03__penguin.png,limited,christmas-collections,Advent Calendar(2025),Penguin,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Penguin.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/06__candy.png,limited,christmas-collections,Advent Calendar(2025),Candy,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Candy.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/07__carrot.png,limited,christmas-collections,Advent Calendar(2025),Carrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Carrot.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/09__french-bulldog.png,limited,christmas-collections,Advent Calendar(2025),French Bulldog,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/French-Bulldog.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/10__reindeer.png,limited,christmas-collections,Advent Calendar(2025),Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Reindeer.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/08__fawn.png,limited,christmas-collections,Advent Calendar(2025),Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Fawn.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/santa-s-little-helper-series/01__elephant.png,limited,special-collections,Santa's Little Helper Series,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Elephant_2.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/advent-calendar-2025/11__sunflower.png,limited,christmas-collections,Advent Calendar(2025),Sunflower,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Sunflower.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/santa-s-little-helper-series/02__dalmatian.png,limited,special-collections,Santa's Little Helper Series,Dalmatian,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Dalmatian_2.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/birthday-collections/birthday-gift-2017/02__lemon-cake.png,limited,birthday-collections,Birthday Gift (2017),Lemon Cake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_136_01.jpg,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-2017/01__blueberry-cake.png,limited,birthday-collections,Birthday Gift (2017),Blueberry Cake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_135_01.jpg,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-2017/05__chocolate-cake.png,limited,birthday-collections,Birthday Gift (2017),Chocolate Cake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_139_01.jpg,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/special-collections/santa-s-little-helper-series/03__pig.png,limited,special-collections,Santa's Little Helper Series,Pig,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Pig_2.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/birthday-collections/birthday-gift-2017/04__raspberry-cake.png,limited,birthday-collections,Birthday Gift (2017),Raspberry Cake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_138_01.jpg,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/special-collections/santa-s-little-helper-series/04__lop-ear-rabbit.png,limited,special-collections,Santa's Little Helper Series,Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Lop-Ear-Rabbit_2.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/birthday-collections/birthday-gift-2017/03__mint-cake.png,limited,birthday-collections,Birthday Gift (2017),Mint Cake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_137_01.jpg,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/special-collections/santa-s-little-helper-series/06__sloth.png,limited,special-collections,Santa's Little Helper Series,Sloth,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Sloth_2.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/birthday-collections/birthday-gift-2017/06__strawberry-shortcake.png,limited,birthday-collections,Birthday Gift (2017),Strawberry Shortcake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_140_01.jpg,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/special-collections/santa-s-little-helper-series/05__duck.png,limited,special-collections,Santa's Little Helper Series,Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/11/Duck_2.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/pumpkin-patch-series/01__cat.png,limited,special-collections,Pumpkin Patch Series,Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/09/sa_pumpkin_cat_cmyk.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/pumpkin-patch-series/02__panda.png,limited,special-collections,Pumpkin Patch Series,Panda,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/09/sa_pumpkin_panda_cmyk.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/pumpkin-patch-series/06__frog.png,limited,special-collections,Pumpkin Patch Series,Frog,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/09/sa_pumpkin_frog_cmyk.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/i-love-rainy-day-series/01__frog.png,limited,valentines-collections,I LOVE RAINY DAY Series,Frog,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/05/01_Frog_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/pumpkin-patch-series/04__lop-ear-rabbit.png,limited,special-collections,Pumpkin Patch Series,Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/09/sa_pumpkin_lopearrabbit_cmyk.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/pumpkin-patch-series/03__mouse.png,limited,special-collections,Pumpkin Patch Series,Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/09/sa_pumpkin_mouse_cmyk.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/pumpkin-patch-series/05__elephant.png,limited,special-collections,Pumpkin Patch Series,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/09/sa_pumpkin_elephant_cmyk.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/i-love-rainy-day-series/02__duck.png,limited,valentines-collections,I LOVE RAINY DAY Series,Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/05/02_Duck_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/i-love-rainy-day-series/06__elephant.png,limited,valentines-collections,I LOVE RAINY DAY Series,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/05/05_Elephant_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/i-love-rainy-day-series/05__axolotl.png,limited,valentines-collections,I LOVE RAINY DAY Series,Axolotl,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/05/05_Axolotl_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/i-love-rainy-day-series/04__hippopotamus.png,limited,valentines-collections,I LOVE RAINY DAY Series,Hippopotamus,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/05/04_Hippopotamus_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/i-love-rainy-day-series/03__goldfish.png,limited,valentines-collections,I LOVE RAINY DAY Series,Goldfish,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/05/03_Goldfish_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series-hanami-edition/01__rabbit.png,limited,cherry-blossom-collections,Cherry Blossom Series -Hanami Edition-,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/02/01_Rabbit_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series-hanami-edition/04__parrot.png,limited,cherry-blossom-collections,Cherry Blossom Series -Hanami Edition-,Parrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/02/04_Parrot_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series-hanami-edition/02__fawn.png,limited,cherry-blossom-collections,Cherry Blossom Series -Hanami Edition-,Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/02/02_Fawn_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series-hanami-edition/03__sheep.png,limited,cherry-blossom-collections,Cherry Blossom Series -Hanami Edition-,Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/02/03_Sheep_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series-hanami-edition/05__calico-cat.png,limited,cherry-blossom-collections,Cherry Blossom Series -Hanami Edition-,Calico Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/02/05_Calico_Cat_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/kiss-kiss-2025/05__mouse.png,limited,valentines-collections,Kiss Kiss(2025),Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/01/Mouse.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/kiss-kiss-2025/03__elephant.png,limited,valentines-collections,Kiss Kiss(2025),Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/01/Elephant.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/cherry-blossom-collections/cherry-blossom-series-hanami-edition/06__goat.png,limited,cherry-blossom-collections,Cherry Blossom Series -Hanami Edition-,Goat,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/02/05_Goat_x200.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/kiss-kiss-2025/01__rabbit.png,limited,valentines-collections,Kiss Kiss(2025),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/01/Rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/kiss-kiss-2025/02__fennec.png,limited,valentines-collections,Kiss Kiss(2025),Fennec,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/01/Fennec.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-dinner-2024/01__lion.png,limited,christmas-collections,Christmas Dinner(2024),Lion,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Lion.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/kiss-kiss-2025/04__cat.png,limited,valentines-collections,Kiss Kiss(2025),Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2025/01/Cat.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-dinner-2024/02__reindeer.png,limited,christmas-collections,Christmas Dinner(2024),Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Reindeer.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-dinner-2024/03__owl.png,limited,christmas-collections,Christmas Dinner(2024),Owl,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Owl.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-dinner-2024/05__strawberry.png,limited,christmas-collections,Christmas Dinner(2024),Strawberry,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Strawberry.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-dinner-2024/04__crocodile.png,limited,christmas-collections,Christmas Dinner(2024),Crocodile,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Crocodile.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/christmas-dinner-2024/06__carrot.png,limited,christmas-collections,Christmas Dinner(2024),Carrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Carrot.png,https://www.sonnyangel.com/products/mini-figure-limited/
